Player,Team,Pos,G,MP,PER,TS%,eFG%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/40,DWS_40,skill_score,skill_z
Emma Meesseman,NYL,F,17,440,22.8,1.2596197649655905,0.616,0.132,0.233,6.2,0.32511906568550586,0.8399203816635225,2.5,2.7,17.0,0.6185745994535545,115,102.0,1.3,0.8,2.1,1.1735300044121395,0.8455970690376692,-0.46760055945625834,-0.6250297125071385
Jade Melbourne,WAS,G,43,1008,7.4,-0.1382659475142396,0.458,0.422,0.324,2.1,-1.0302061347883014,0.5406629761615366,1.3,0.8,21.9,-0.6790642619620708,93,109.0,-0.5,0.7,0.2,-0.6567197985095454,-0.49062833471422274,0.6554642388064212,0.8870445887679775
Kelsey Mitchell,IND,G,44,1381,19.9,0.5697540886768427,0.536,0.408,0.275,1.6,-1.3382345894414396,0.47653638926825415,1.4,0.5,9.1,1.6237878019586165,114,109.0,4.5,1.0,5.6,0.8668394968955329,-0.45534978363029166,0.7341731238209748,0.9930168198419389
Aneesah Morrow,CON,F,41,775,15.0,-0.4559672458051098,0.405,0.251,0.318,12.4,2.4197125573268443,-1.0838772251349575,2.1,2.3,11.7,0.6916810141811959,95,106.0,-0.2,0.9,0.7,-0.389602259704759,0.06449365070818358,-0.9453332441737805,-1.268240430675846
Murjanatu Musa,PHO,C,12,122,13.6,-0.08380286780723319,0.471,0.057,0.314,16.6,0.9411759749917818,-0.6136155879175513,1.7,1.5,14.9,-0.27697898096004586,107,104.0,0.2,0.2,0.3,0.35239090364187,0.6329430353589744,-0.7098499233048825,-0.9511899110481261
Olivia Nelson-Ododa,CON,C,37,800,17.2,0.6060628084815136,0.528,0.009,0.516,8.6,0.7768941325101082,-0.7846198196329718,1.8,5.2,13.2,-0.27697898096004586,111,109.0,1.5,0.6,2.1,0.30292469275209466,-0.4245677529557022,-0.14021715490257602,-0.1842465685110312
Kia Nurse,CHI,G,44,962,7.1,-0.1382659475142396,0.459,0.625,0.213,2.2,-0.7427129104453727,-0.5922400589531238,0.8,0.2,14.7,-0.258702377278136,95,117.0,-0.2,-0.4,-0.6,-0.9733035482041072,-1.8108099192335123,1.1207435625105349,1.5134883250296693
Aaliyah Nye,LVA,G-F,44,671,5.7,-0.3470410863910975,0.453,0.69,0.099,2.6,-0.8659242923066278,-1.0304384027238886,1.0,1.2,13.1,-0.8801069024630832,91,109.0,-0.4,0.4,0.0,-0.7061860093993207,-0.607538827766746,0.5154242707344596,0.6984972874897539
Arike Ogunbowale,DAL,G,29,966,13.3,-0.15642030741657506,0.423,0.391,0.287,1.1,-1.1534175166495568,0.5941017985726055,2.0,0.7,11.6,0.8013406362726567,102,114.0,0.8,0.0,0.8,-0.4093887440606691,-1.316385606695729,1.122417634352057,1.5157422653312174
Nneka Ogwumike,SEA,F,44,1359,21.8,0.8057607674072038,0.572,0.292,0.191,5.1,0.7768941325101082,-0.17541724414678644,1.9,1.2,11.3,1.2034259172746815,110,102.0,3.3,2.4,5.7,0.9360921921412183,0.7835534160916777,-0.6674971186773639,-0.8941668545305823
Amy Okonkwo,DAL,F,8,157,21.9,1.0780761659422358,0.574,0.492,0.328,4.9,-0.16772646175951508,-0.8914974644551095,3.6,0.6,9.1,0.45408516631636286,121,109.0,0.5,0.1,0.7,0.9261989499632632,-0.5590031406744748,0.2419513434890075,0.3302982432119817
Lucy Olsen,WAS,G,41,508,10.4,-0.1382659475142396,0.475,0.44,0.107,2.7,-0.8453890619964187,0.1986545127306958,1.5,0.9,11.2,-0.3318087920057766,100,108.0,0.2,0.4,0.6,-0.2708833535692984,-0.38009389673244603,0.4987103375978166,0.6759939476929372
Michaela Onyenwere,CHI,F,42,711,7.8,0.12497227106962472,0.479,0.322,0.242,2.8,-0.8659242923066278,-0.3677970048266345,1.2,0.5,19.3,-0.09421294414094367,94,116.0,-0.3,-0.2,-0.5,-0.9831967903820622,-1.6508695649667187,1.1137660821669875,1.5040939706420586
Te-Hina PaoPao,ATL,G,43,720,13.1,0.4335963894093277,0.557,0.606,0.06,1.7,-0.8659242923066278,0.9147347330390189,1.5,1.1,16.4,-0.31353218832386615,108,104.0,1.0,1.1,2.1,0.41175035670960036,0.500280391663585,0.12117173346492041,0.16768274255879795
Cheyenne Parker-Tyus,LVA,F,2,14,37.3,2.1854921199846986,0.688,0.25,0.75,0.0,-0.3320083042411885,-1.6182654492456465,0.0,0.0,8.6,3.488001377513459,133,110.0,0.1,0.0,0.1,2.8751676590204083,-1.316385606695729,0.6018606228371831,0.8148736416526469
Robyn Parks,CON,F,6,63,1.1,-2.8251112130598863,0.2,0.8,0.0,1.8,-0.29093784362077024,-1.115940518581599,1.7,0.0,16.7,-2.652937459608374,59,113.0,-0.1,0.0,-0.1,-1.1810616339411633,-1.316385606695729,0.5915705361456969,0.8010192534925346
Haley Peters,CON,F-G,33,380,5.0,-1.118601382240354,0.354,0.476,0.159,7.5,0.34565429599571496,-0.485362414130986,1.5,0.8,20.1,-1.0445963356002752,83,113.0,-0.6,0.1,-0.5,-1.2602075713648038,-1.0034670615237897,0.33767197821856054,0.45917478898226977
Kelsey Plum,LAS,G,43,1508,18.1,-1.6178462795545787,0.502,0.451,0.395,0.8,2.234895484534962,-0.9235607579017509,1.8,0.2,15.3,-1.1908091650555568,111,114.0,4.1,0.0,4.2,-2.1011331564909836,-1.316385606695729,-0.18299918248465163,-0.24184752311611812
Alexis Prince,PHO,F,1,22,-1.6,0.16128099087429565,0.333,0.333,0.0,0.0,-0.6605719892045359,0.9467980264856602,0.0,0.0,50.0,0.38097875158872163,40,100.0,-0.1,0.0,-0.1,-0.4588549549504444,-0.8751646524644231,0.765721258262068,1.0354926622112695
JJ Quinerly,DAL,G,34,539,13.2,0.23389843048363754,0.481,0.287,0.239,3.7,2.7688114726004005,0.6796039144303158,2.7,1.2,20.0,1.1303195025470407,99,111.0,0.2,0.2,0.4,0.0555936383032184,0.1903816224320881,-0.9762165160382126,-1.3098211139968257
Angel Reese,CHI,F,30,947,19.9,-0.14734312746540731,0.464,0.066,0.515,15.4,-0.7221776801351634,0.3482832154816885,2.4,2.0,22.4,-0.13076615150476398,101,105.0,0.7,1.2,1.9,-0.4687481971283995,-0.6660170716072865,0.6194763687911296,0.8385911660519143
Saniya Rivers,CON,G,42,1097,13.6,0.8874553869677134,0.468,0.361,0.169,3.0,-0.04451507989825995,-0.22885606655785534,2.9,3.4,14.2,-0.27697898096004586,98,110.0,0.1,0.6,0.7,0.8470530125396227,0.6409649639271009,-0.34108971846367603,-0.45469778527239
Iliana Rupert,GSV,C,21,486,15.9,0.0160461116556119,0.588,0.68,0.105,5.2,-0.22933215269014248,-0.4746746496487723,1.4,2.6,11.1,-1.4284050129203898,117,103.0,1.2,0.8,1.9,-0.2708833535692984,-1.316385606695729,0.6605009645848192,0.8938259460181264
Mercedes Russell,LAS,C,20,163,9.6,0.16128099087429565,0.444,0.0,0.519,7.5,0.9617112053019911,-0.8808096999728957,1.6,2.3,17.4,-0.5876812435525197,108,113.0,0.2,0.0,0.2,0.35239090364187,1.0228087637699148,-0.9307131063035975,-1.248556139271823
Nyara Sabally,NYL,C,17,305,13.5,0.19758971067896658,0.493,0.092,0.329,10.9,0.5715418294080161,0.24140557065955073,1.5,5.1,15.5,1.89793685718727,104,101.0,0.3,0.6,0.8,0.728334106404162,0.9725277169873686,-0.6395467258927954,-0.8565349469990933
Satou Sabally,PHO,F,39,1039,19.5,0.10681791116728924,0.469,0.406,0.359,5.8,0.22244291413445982,-0.6884299392930479,2.4,1.2,11.4,0.4358085626344524,105,101.0,1.8,2.0,3.8,-0.0037658147645119695,0.39453593525156433,-0.3165195864082221,-0.4216170001587797
Janelle Salaün,GSV,F,36,973,12.0,0.3519017698488181,0.493,0.475,0.171,3.9,-0.9686004438576739,-0.5388012365420549,1.2,0.3,12.0,-1.2639155797831978,99,104.0,0.3,1.4,1.8,0.0555936383032184,0.24820711916396707,0.15003029357492506,0.20653739028851417
Karlie Samuelson,MIN,G,16,228,6.8,0.34282458989765036,0.476,0.81,0.333,1.6,-1.7694744259558326,-0.8487464065262544,1.4,0.4,18.6,-0.9714899208726343,105,105.0,0.2,0.3,0.5,0.1248463335489037,-1.316385606695729,1.1643256497801098,1.5721664656482661
Madison Scott,WAS,G-F,9,47,8.4,1.1143848857469068,0.455,0.091,0.364,2.6,2.2554307148451707,0.4551608603038263,2.2,0.0,7.3,-0.31353218832386615,113,110.0,0.1,0.0,0.1,1.4802205119287464,1.2469231944732104,-1.4034814392382875,-1.8850829432399232
Jessica Shepard,MIN,F,40,835,21.1,0.4426735693604954,0.638,0.005,0.498,13.4,-0.16772646175951508,-1.0518139316883162,1.2,0.4,18.7,0.05199988531433821,122,99.0,2.9,1.8,4.6,0.3128179349300497,-1.316385606695729,0.6024149015659939,0.8156199125916654
Maddy Siegrist,DAL,F,26,702,17.4,0.46990510921399764,0.539,0.301,0.216,8.2,0.3045838353752967,0.1452156903196269,1.4,2.0,4.5,-0.24042577359622555,117,114.0,1.8,0.0,1.8,0.9756651608530382,1.7790922818094503,-0.9948901989273268,-1.33496302571062
Alanna Smith,MIN,F,42,1114,18.1,0.5334453688721718,0.565,0.488,0.197,7.1,0.5099361384773887,0.6261650920192469,2.6,6.6,15.3,1.5324047835490655,110,96.0,1.9,2.9,4.8,1.3021421527255552,1.1922440803366952,-0.7180505968471774,-0.9622311508195383
Azura Stevens,LAS,F-C,44,1249,20.2,-0.9733665030216702,0.564,0.454,0.234,7.2,1.3313453508857565,-1.115940518581599,2.2,3.5,12.0,-2.2874053859701697,115,106.0,3.2,1.5,4.7,-0.12248472089997257,0.765679421491104,-0.9893354287056222,-1.3274841827135633
Breanna Stewart,NYL,F,31,948,23.7,-4.640547203293432,0.487,0.213,0.495,4.0,-1.5025164319231132,-1.6182654492456465,2.3,4.0,10.8,-2.360511800697811,113,100.0,2.9,2.0,4.9,-2.813446593303747,-1.316385606695729,1.016075391068656,1.3725649763114547
Kiah Stokes,LVA,C,40,514,7.2,0.10681791116728924,0.382,0.451,0.157,6.6,-1.173952746959766,1.053675671307798,1.7,2.4,22.7,-0.532851432506789,92,102.0,-0.1,0.9,0.8,-0.4984279236622646,-0.5745288061989747,0.7904451712062143,1.0687804951552262
Serena Sundell,DAL,G,3,22,-9.6,-2.915883012571564,0.0,1.0,0.0,0.0,1.146528278093874,-1.0090628737594611,0.0,0.0,66.7,0.5271915810440035,0,119.0,-0.1,0.0,-0.1,-3.5257600301165106,-1.316385606695729,0.2631981251030422,0.3589045288983328
Sug Sutton,WAS,G,43,1122,9.8,-2.507409914769016,0.496,0.422,0.17,0.9,-0.02397984958805046,-0.7632442906685443,1.5,0.3,21.5,-0.22214916991431505,96,109.0,-0.1,0.7,0.7,-1.1711683917632083,1.9866434812302964,-1.0176996704867947,-1.365673289111352
Camryn Taylor,MIN,F,6,23,-9.7,0.5152910089698363,0.214,0.429,0.286,10.6,1.2697396599551294,4.1103763132209385,0.0,0.0,27.6,1.0206598804555793,46,105.0,-0.2,0.0,-0.2,1.5000069962846565,1.4104393897247731,-0.8118106550305971,-1.0884680114926912
Taylor Thierry,ATL,G-F,17,36,5.5,-0.16549748736774278,0.227,0.273,0.364,6.7,0.756358902199899,-0.5708645299886962,5.8,0.0,7.3,1.0389364841374897,65,94.0,-0.1,0.1,0.0,0.3128179349300497,1.0186863164906457,-0.8015594886450019,-1.0746660249343625
Alyssa Thomas,PHO,F,39,1221,25.2,0.7603748676513651,0.532,0.013,0.373,5.9,1.2081339690245017,-1.5434510978701501,2.6,1.3,20.4,-0.5694046398706096,114,98.0,4.1,2.8,6.9,1.0053448873869035,1.3984328217366202,-1.2723843681730527,-1.7085761980932248
Kayla Thornton,GSV,F,22,662,15.1,-0.4468900658539421,0.435,0.514,0.297,7.2,-1.4614459713026948,-0.5174257075776273,2.3,0.8,10.3,-0.7887238840535321,101,100.0,0.4,1.3,1.7,-1.2206346026529835,-1.316385606695729,1.1328002607355718,1.5297212472729
Makayla Timpson,IND,F-C,31,219,17.8,-0.8099772639006514,0.561,0.0,0.474,9.8,0.6331475203386439,-0.5494890010242687,3.0,3.3,10.4,-1.867043501286235,116,99.0,0.5,0.5,1.0,-0.17195093178974782,0.21463216796526122,-0.4167463784211023,-0.5565605552736426
Mamignan Touré,CON,G,18,147,5.1,0.252052790385973,0.462,0.564,0.0,3.1,1.3108101205755478,-0.7525565261863305,2.5,0.0,17.0,0.16165950740579912,87,115.0,-0.2,0.0,-0.2,1.0053448873869035,2.1903155161426255,-1.6187814744910518,-2.1749590491181765
Brianna Turner,IND,F-C,27,233,7.5,0.043277651509115105,0.406,0.031,0.25,9.2,-0.6400367588943268,2.1545154129758166,0.4,3.1,20.2,0.38097875158872163,101,106.0,0.1,0.3,0.3,-0.2412036270354332,-0.6938251503327084,0.7619748214490569,1.0304485268817065
Maria Kliundikova,MIN,F,34,373,19.6,-0.8644403436076579,0.531,0.195,0.164,14.1,-1.0096709044780923,0.6047895630548195,3.5,6.4,14.4,0.16165950740579912,106,94.0,0.5,1.1,1.6,-1.7350831959066462,-1.316385606695729,1.1047794457363422,1.4919945245346729
Courtney Vandersloot,CHI,G,7,191,15.4,0.10681791116728924,0.477,0.348,0.197,1.2,-0.7632481407555819,-0.634991116881979,3.0,1.0,19.2,-1.46495822028421,101,110.0,0.1,0.1,0.2,-0.013659056942467033,0.6990219723777779,-0.15376770990652347,-0.2024907927278172
Hailey Van Lith,CHI,G,29,361,5.6,-0.2653464668305879,0.362,0.284,0.284,1.3,-0.4141492254820254,-0.8059953485973994,1.7,1.0,22.7,-0.8070004877354422,80,114.0,-0.9,0.0,-0.9,0.06548688048117347,0.6354043088969225,-0.2559251235950364,-0.3400337022394387
Shatori Walker-Kimbrough,ATL,G,41,354,7.8,-0.3016551866352588,0.5,0.492,0.175,1.0,0.07869630196299555,-0.45329912068434464,1.5,2.7,18.1,-0.459745017779148,97,102.0,0.0,0.6,0.6,-0.44896171277248936,-0.9804843435168111,0.41381149804260575,0.5616876728474427
Kathryn Westbeld,PHO,F,43,792,10.5,0.034200471557947365,0.456,0.609,0.149,4.3,-0.7221776801351634,0.572726269608178,2.3,2.9,9.5,0.3444255442249013,100,103.0,0.3,1.3,1.6,0.006127427413443093,0.4788664375411515,0.07611770685576968,0.10702280921385844
Maddy Westbeld,CHI,F,26,354,10.4,0.2974386901418117,0.443,0.41,0.152,7.1,-0.7427129104453727,0.1986545127306958,1.9,1.9,12.5,-0.03938313309521288,100,112.0,0.1,0.1,0.2,0.006127427413443093,0.07300929689145975,0.2449759185114794,0.3343704767739571
Erica Wheeler,SEA,G,44,1126,13.2,-0.5013531455609485,0.49,0.486,0.119,1.8,-0.9891356741678832,-0.4639868851665584,2.5,0.7,13.3,0.033723281632427736,99,104.0,0.4,1.7,2.1,-0.7655454624670511,-1.316385606695729,0.9686482351773646,1.308709904265098
Sami Whitcomb,PHO,G,43,1027,11.4,-0.1382659475142396,0.513,0.71,0.161,1.8,0.058161071652786056,2.1865787064224587,1.6,0.6,15.7,1.2582557283204123,102,106.0,0.7,1.2,1.9,0.6392949268025667,1.137293144335033,-0.38977825797193755,-0.520251161596666
Christyn Williams,DAL,G,4,45,8.7,-0.08380286780723319,0.406,0.25,0.375,4.9,0.9411759749917818,0.1238401613551994,0.0,0.0,5.1,0.36270214790681177,103,120.0,0.0,0.0,0.0,-0.14227120525588272,-0.5289084731504514,-0.04962655505685093,-0.06227700969686606
Courtney Williams,MIN,G,44,1260,17.9,-0.029339788100226773,0.478,0.257,0.091,2.2,-0.352543534551398,0.6368528565014608,2.3,1.0,14.3,0.08855309267815852,104,100.0,1.8,2.6,4.4,0.23367199750640938,1.07718256054326,-0.35358456845013303,-0.4715206271885787
Elizabeth Williams,CHI,C-F,43,906,17.2,0.252052790385973,0.48,0.0,0.248,10.4,-0.8248538316862094,0.09177686790855799,1.8,4.0,13.4,0.23476592213344039,102,109.0,0.7,0.6,1.3,-0.13237796307792765,-0.20508610047762693,0.41009421917712074,0.5566827952554568
Gabby Williams,SEA,F,44,1391,15.6,0.7694520476025328,0.475,0.35,0.16,2.0,1.8857965692614056,0.5834140340903919,3.6,1.4,14.3,2.3914051565988457,100,100.0,0.5,2.8,3.4,2.2815731283431053,1.8303654409835957,-1.5318116265905224,-2.0578644057818107
Kiana Williams,PHO,G,11,107,11.9,0.7694520476025328,0.538,0.65,0.1,0.0,-0.2704026133105611,1.6842537757584108,1.4,0.0,12.6,0.9841066730917589,100,106.0,0.0,0.1,0.2,1.2229962153019147,0.10767483839812628,0.166442020527039,0.2286338450988014
A'ja Wilson,LVA,C,40,1247,33.4,0.8602238471142102,0.524,0.09,0.441,8.5,-0.5373606073432807,-0.1326661862179313,2.7,6.4,10.0,0.1433829037238893,119,96.0,6.2,3.3,9.5,0.6491881689805217,0.5333106825428451,-0.09206311913363047,-0.11941283843459906
Jackie Young,LVA,G,44,1336,22.3,-0.5104303255121162,0.548,0.408,0.26,4.5,-0.08558554051867821,-0.4746746496487723,2.2,1.2,13.9,-1.4832348239661206,117,106.0,4.9,1.6,6.6,-0.23131038485747812,-0.276364786007651,0.09415402466505,0.13130658401583975
Cecilia Zandalasini,GSV,F,19,450,15.6,0.19758971067896658,0.57,0.607,0.213,1.3,-0.8453890619964187,-1.0304384027238886,2.1,0.9,13.2,0.033723281632427736,111,103.0,0.8,0.7,1.6,-0.10269823654406246,-1.316385606695729,0.8540163477788574,1.1543715870904516
Alysha Clark,WAS,F,15,343,7.6,,0.435,0.594,0.188,2.5,,,1.1,0.6,6.3,,102,108.0,0.1,0.3,0.4,,,,
Jacy Sheldon,WAS,G,2,32,8.7,,0.45,0.6,0.5,3.8,,,0.0,0.0,7.6,,108,113.0,0.0,0.0,0.1,,,,
