Player,Team,Pos,G,MP,PER,TS%,eFG%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/40,DWS_40,OWS_40,archetype_soft,resp_1,resp_2,resp_3,resp_4,resp_5,outlier_flag,latent_y_star,latent_y_pred,skill_score,skill_ci_low,skill_ci_high,Pos5,latent_y_pred_pos,skill_score_pos5,skill_score_global_from_pos_model
Rhyne Howard,ATL,G,33,1151.0,18.2,0.524,0.477,0.635,0.236,3.3,7.6,22.6,2.3,2.0,9.1,24.2,111,100.0,2.8,2.3,5.1,0.177,0.0799304952215464,0.0973066898349261,1,0.5824884700834245,0.4159138334442401,1.6008740806228029e-149,0.0015873808975686,1.0315574766933694e-05,0,1.048694349080687,0.4609973978530424,68.41543729943143,63.01654623395352,75.27618215280167,PG,0.5070229129498971,76.66666666666666,68.29268292682927
Lexie Hull,IND,G,44,1189.0,10.5,0.503,0.487,0.502,0.12,6.2,9.7,9.7,2.2,0.5,11.5,13.4,107,105.0,1.1,1.6,2.7,0.091,0.0538267451640033,0.0370058873002523,3,1.5718238400124824e-05,1.7845285878177237e-07,0.9916644698121916,0.0071630292760539,0.0011566042204953,0,-0.2251220203165405,-0.5139483983533799,32.72976031935057,27.07161375213333,38.22122251394775,SG,-0.5724197890653961,51.85185185185185,31.70731707317074
Sabrina Ionescu,NYL,G,38,1194.0,20.4,0.537,0.472,0.473,0.284,3.1,9.0,33.0,2.1,1.2,13.4,28.9,107,104.0,2.6,1.7,4.3,0.145,0.0569514237855946,0.0871021775544388,2,1.1825030470202566e-15,0.9977363886285664,1.4972573046830816e-266,0.0022636113236638,4.7769324458731676e-11,0,0.8057977687838302,0.4712523699638439,68.79079726673399,64.60799605020088,76.2904405113351,PG,0.8283997950173905,86.66666666666667,81.30081300813009
Kiki Iriafen,WAS,F,44,1185.0,17.3,0.548,0.49,0.024,0.387,11.8,19.5,11.4,1.1,0.6,15.3,24.5,104,105.0,1.5,1.5,3.0,0.102,0.050632911392405,0.050632911392405,4,1.039745080257304e-11,4.898742550231038e-33,4.969625489561431e-40,0.9999999999896024,2.5838266559277267e-29,0,0.2266600167549675,0.4712561859710932,68.79093694301403,64.01132717344873,76.22722404359713,PF,0.29394427321816974,26.31578947368421,56.91056910569107
Rickea Jackson,LAS,F,38,1173.0,12.3,0.53,0.492,0.387,0.203,4.0,6.2,9.3,1.0,1.1,12.9,23.0,100,115.0,0.5,-0.2,0.3,0.009,-0.0068201193520886,0.0170502983802216,2,1.0764155691135475e-11,0.9955017410984394,0.0044958784558719,8.910782378897902e-07,1.4893566870203296e-06,0,-1.0317861646628663,-0.912472510062906,18.14269017188494,13.896177393738611,24.24802085883222,SF,-1.0742721312937153,26.31578947368421,14.634146341463417
Aziaha James,DAL,G,38,673.0,12.5,0.462,0.43,0.394,0.194,5.9,9.5,14.7,1.8,1.0,11.0,22.4,97,113.0,0.0,0.1,0.1,0.003,0.0059435364041604,0.0,5,2.2184511523505468e-12,1.1113646560324347e-08,3.4001029180057925e-25,0.000145303489623,0.9998546853945122,0,-1.0380915353997435,-1.322214521443049,3.1450142803889705,0.0,9.383833979279473,SG,-0.9960404783840213,25.925925925925924,20.325203252032523
Marine Johannes,NYL,G,44,803.0,10.6,0.54,0.526,0.75,0.075,2.0,6.1,14.2,1.6,1.4,16.6,18.0,96,106.0,-0.1,0.9,0.8,0.04,0.0448318804483188,-0.0049813200498132,2,0.0962472454976858,0.8355097389569539,1.713430487059697e-15,0.0007233052737743,0.0675197102715842,0,-0.7170366748234055,-0.2059544098521673,44.00318088101422,40.40333085022278,47.56164968345564,SG,-0.24756261817848965,66.66666666666666,39.02439024390244
Brionna Jones,ATL,F,44,1169.0,22.6,0.581,0.541,0.108,0.309,14.0,16.1,14.6,2.2,2.6,11.7,21.6,119,99.0,4.2,2.6,6.8,0.234,0.0889649272882805,0.1437125748502994,4,0.0025114942977378,1.1408495594337036e-15,4.356585078309912e-32,0.997488505702261,4.096227536792851e-28,0,1.8267203048373293,1.1748737999072532,94.54526193843644,88.4555924189725,99.63028221838955,PF,1.374865854945111,78.94736842105263,93.4959349593496
Jonquel Jones,NYL,C,31,830.0,20.3,0.611,0.577,0.408,0.297,6.7,17.5,18.3,0.9,3.6,15.8,22.9,111,100.0,1.9,1.6,3.6,0.172,0.0771084337349397,0.0915662650602409,4,2.122067145499005e-12,6.148509727946081e-18,3.457575008752586e-34,0.9999999999978784,4.717921678772644e-42,0,1.0879961906146534,1.3489259649523926,100.0,96.08921110776367,100.0,C,1.5837964046673567,95.83333333333333,96.74796747967481
Leïla Lacan,CON,G,25,665.0,15.9,0.548,0.511,0.307,0.193,2.9,5.3,26.0,4.3,0.6,16.6,19.4,104,109.0,0.7,0.5,1.2,0.07,0.0300751879699248,0.0421052631578947,2,1.496860656947793e-14,0.9994175723712588,2.806407270520791e-83,1.1631459528731508e-05,0.0005707961691976,0,-0.1797131793918633,-0.1698579572452519,45.32440956148995,41.42436292866428,49.52444429914653,PG,-0.12141119238722889,40.0,42.27642276422765
Kitija Laksa,PHO,G,33,626.0,7.4,0.505,0.472,0.667,0.178,2.0,3.7,5.3,1.0,0.9,8.9,15.3,99,109.0,0.2,0.5,0.6,0.04,0.0319488817891373,0.0127795527156549,3,3.3507533341295445e-21,0.1938630436633002,0.8061360392588123,9.141163086536552e-07,2.961578883016059e-09,0,-0.891618220540569,-1.023012131606902,14.096638336728118,7.594495921155556,17.16046423218782,SG,-1.2640451734400708,11.11111111111111,8.130081300813009
Carla Leite,GSV,G,37,637.0,11.5,0.505,0.417,0.338,0.446,1.7,4.4,22.4,2.2,0.5,17.7,23.6,97,105.0,0.0,0.8,0.8,0.051,0.0502354788069073,0.0,2,0.2900374536597888,0.7098320981710269,1.6080782199939997e-146,1.4258758058816589e-05,0.0001161894111255,0,-0.557145007423728,-0.3243244773308208,39.67051335366047,35.344621504143674,45.69910998768189,PG,-0.16783475726972347,33.33333333333333,40.650406504065046
Jewell Loyd,LVA,G,44,1245.0,13.4,0.536,0.506,0.614,0.166,4.6,6.7,10.7,2.2,0.8,10.4,18.7,106,107.0,1.6,1.2,2.8,0.091,0.0385542168674698,0.0514056224899598,2,0.000175184215889,0.8531534211269709,1.0735214912595923e-05,0.0020253430334663,0.1446353164087611,0,-0.1124736304813131,-0.3132499251322673,40.075872188986885,36.30493242885401,43.65508082187124,SG,-0.36141306269190887,62.962962962962955,37.398373983739845
Marina Mabrey,CON,G,35,1103.0,11.1,0.477,0.434,0.5,0.189,1.8,7.9,24.3,1.1,0.9,15.6,25.8,92,114.0,-1.1,-0.1,-1.1,-0.041,-0.0036264732547597,-0.0398912058023572,5,6.014607420861785e-14,0.0003001365232791,3.949258042092763e-103,2.3229305828993763e-05,0.999676634170832,0,-1.5736739476449375,-1.097831296294473,11.358052711404971,6.191469847386552,21.03800691651752,PG,-1.173365974908311,10.0,9.75609756097561
Natasha Mack,PHO,F-C,34,623.0,19.5,0.569,0.573,0.032,0.29,14.1,18.1,7.7,2.5,7.9,9.7,11.2,125,96.0,1.6,1.7,3.2,0.207,0.1091492776886035,0.102728731942215,1,0.9973459218166072,2.5600543551963024e-30,3.8166930090261066e-40,0.0026540781833931,9.215291717853542e-53,0,1.4906795844282952,0.9920913322706852,87.85492476986667,79.6695869777002,93.04352007074432,C,1.1890350682254751,79.16666666666666,87.8048780487805
Ezi Magbegor,SEA,F-C,44,1203.0,16.1,0.547,0.517,0.168,0.29,8.2,13.6,11.6,1.3,7.2,11.8,13.9,113,100.0,2.1,2.4,4.5,0.151,0.0798004987531172,0.0698254364089775,1,0.9750442682499314,4.4771839489325514e-14,5.343148274908773e-08,0.0249556783185412,1.1004525529827812e-21,0,0.6863518308769148,0.3967518009807429,66.06387311371135,60.63060432304948,71.17997877557463,C,0.48078491703458753,50.0,66.66666666666667
Dominique Malonga,SEA,C,42,600.0,20.0,0.566,0.559,0.068,0.194,10.5,19.5,11.3,1.5,4.2,14.4,25.5,102,99.0,0.6,1.3,1.9,0.126,0.0866666666666666,0.04,4,6.477456385993537e-10,3.971110350919404e-29,1.1993099118576683e-55,0.9999999993522548,7.282436140645264e-32,0,0.6861099645523606,1.1377218226215076,93.18539817395929,88.16301911903162,98.96113992101454,C,1.2080642278622005,83.33333333333333,88.6178861788618
Kate Martin,GSV,G,42,687.0,9.4,0.459,0.43,0.692,0.154,3.5,9.5,10.9,1.3,0.6,10.7,21.6,93,104.0,-0.4,1.0,0.6,0.032,0.0582241630276564,-0.0232896652110625,5,2.8661115898045933e-16,9.390689825091236e-07,7.430000435927381e-43,0.0040644803139879,0.9959345806170296,0,-0.8074767434014191,-0.661767209436549,27.31918840405128,21.021263771396196,32.31041199391893,SG,-0.4125919149195487,59.25925925925925,35.772357723577244
Kayla McBride,MIN,G,39,1220.0,16.0,0.584,0.536,0.61,0.245,1.0,4.3,17.1,2.1,0.2,12.4,20.4,113,104.0,2.9,1.7,4.6,0.152,0.0557377049180327,0.0950819672131147,1,0.9950677341202372,0.0048965562733364,5.0089333264245066e-39,3.462222733779003e-05,1.0873790888402911e-06,0,0.634343536814059,0.4326618068036477,67.37827733303853,58.60504992783937,71.11628814913567,SG,0.38446589578367496,81.48148148148148,60.16260162601627
Teaira McCowan,DAL,C,17,219.0,20.3,0.596,0.545,0.03,0.433,15.1,20.4,7.8,1.2,5.2,16.7,19.0,113,108.0,0.5,0.2,0.7,0.127,0.0365296803652968,0.091324200913242,4,2.4463615450140655e-14,4.764740165804564e-38,4.399256203456731e-86,0.999999999999976,1.628187494441074e-43,0,0.5933999318553479,0.4666963083847449,68.62403297845691,64.08246176962157,76.13846273073196,C,0.6226554925699084,58.33333333333333,73.98373983739837
Aari McDonald,IND,G,20,525.0,14.0,0.555,0.506,0.506,0.331,2.0,5.4,27.3,2.4,0.5,20.7,19.0,106,106.0,0.7,0.6,1.4,0.104,0.0457142857142857,0.0533333333333333,2,4.596410916922248e-15,0.9999842770003484,1.91825791190806e-102,1.0462932754284712e-05,5.260066892926506e-06,0,0.0373497756676127,0.1273532353952097,56.2031503660572,51.79340295722833,60.22807883956455,PG,0.19924731837644882,53.333333333333336,51.21951219512195
Emma Meesseman,NYL,F,17,440.0,22.8,0.65,0.616,0.132,0.233,6.2,11.5,23.0,2.5,2.7,17.0,22.2,115,102.0,1.3,0.8,2.1,0.192,0.0727272727272727,0.1181818181818181,4,1.2096530080714708e-16,0.0024752432435691,2.701031795285341e-36,0.9975247567564304,1.092703650131338e-22,0,1.4080197027458543,1.5146366833919918,100.0,99.64335797002111,100.0,SF,1.5417527397650619,100.0,95.93495934959351
Jade Melbourne,WAS,G,43,1008.0,7.4,0.496,0.458,0.422,0.324,2.1,4.9,20.2,1.3,0.8,21.9,15.1,93,109.0,-0.5,0.7,0.2,0.007,0.0277777777777777,-0.0198412698412698,5,4.2430206199451976e-08,0.2066253614996628,3.090000760914208e-44,4.166217741580291e-06,0.7933704298523895,0,-1.2290764613375462,-0.8588625176629077,20.10496220704316,15.494728315296216,23.71916746052219,SG,-1.0225390424548035,22.22222222222222,18.699186991869922
Kelsey Mitchell,IND,G,44,1381.0,19.9,0.574,0.536,0.408,0.275,1.6,3.4,19.6,1.4,0.5,9.1,27.7,114,109.0,4.5,1.0,5.6,0.161,0.0289645184648805,0.1303403330919623,1,0.9984276900434732,0.0015717553047674,2.3403352158857684e-92,5.54651545710847e-07,2.1352282321171266e-13,0,0.8584531352414099,0.1356346113151069,56.50627132639979,46.42697028773606,64.27479257770484,SG,0.33904679950607153,74.07407407407408,58.53658536585367
Aneesah Morrow,CON,F,41,775.0,15.0,0.461,0.405,0.251,0.318,12.4,21.7,5.0,2.1,2.3,11.7,22.6,95,106.0,-0.2,0.9,0.7,0.034,0.0464516129032258,-0.0103225806451612,4,1.339429535817926e-23,1.3642045328579272e-58,3.399446905376869e-50,1.0,1.2767433313186698e-29,1,-0.5247251977749917,-0.3403092234532414,39.08542801973434,34.431205130404855,49.23766294696832,PF,-1.0322611325518962,0.0,17.886178861788622
Olivia Nelson-Ododa,CON,C,37,800.0,17.2,0.578,0.528,0.009,0.516,8.6,13.7,7.8,1.8,5.2,13.2,17.3,111,109.0,1.5,0.6,2.1,0.104,0.03,0.075,4,6.577106970034911e-05,3.9103443831672906e-13,1.25061631751964e-32,0.9999342284581496,4.717594909160463e-10,0,0.2000744776724967,0.0633337886057784,53.8598638905828,48.80540420293683,59.28707772162102,C,-0.0884740142244238,33.33333333333333,43.90243902439025
Kia Nurse,CHI,G,44,962.0,7.1,0.496,0.459,0.625,0.213,2.2,6.3,9.6,0.8,0.2,14.7,17.4,95,117.0,-0.2,-0.4,-0.6,-0.025,-0.0166320166320166,-0.0083160083160083,3,3.2199954018075943e-16,0.0005473192710839,0.9985941286924798,6.260389441042192e-07,0.0008579259974917,0,-1.653455026899711,-1.4435155040208705,0.0,0.0,5.850277934592929,SG,-1.6337032898977657,3.7037037037037033,4.065040650406504
Aaliyah Nye,LVA,G-F,44,671.0,5.7,0.473,0.453,0.69,0.099,2.6,5.7,5.5,1.0,1.2,13.1,14.0,91,109.0,-0.4,0.4,0.0,0.002,0.0238450074515648,-0.0238450074515648,3,3.5273240932650453e-22,0.0006998668769523,0.9987686575957748,4.187761458827548e-06,0.0005272877658144,0,-1.390140074612295,-1.4199556163791276,0.0,0.0,3.958563033167509,SF,-1.3708277818020485,10.526315789473683,7.3170731707317085
Arike Ogunbowale,DAL,G,29,966.0,13.3,0.494,0.423,0.391,0.287,1.1,4.3,20.7,2.0,0.7,11.6,23.2,102,114.0,0.8,0.0,0.8,0.032,0.0,0.0331262939958592,2,3.390622983591547e-07,0.9990817954121952,3.3578000228634843e-76,1.107634950948852e-06,0.0009167578905554,0,-0.7486138786351463,-1.2092348430938245,7.280378854062388,2.8039783995846785,14.558226941365008,PG,-1.1059586743602607,16.666666666666664,11.382113821138212
Nneka Ogwumike,SEA,F,44,1359.0,21.8,0.6,0.572,0.292,0.191,5.1,13.7,13.5,1.9,1.2,11.3,25.4,110,102.0,3.3,2.4,5.7,0.168,0.0706401766004415,0.097130242825607,4,0.000142295373393,1.4264415830756797e-08,4.781782593103526e-36,0.9998576903311596,3.1031667178601634e-11,0,1.130649627816723,1.0801724213641433,91.07893302311872,85.67693870118407,95.7926257573693,PF,1.3918625439899772,84.21052631578947,94.30894308943091
Lucy Olsen,WAS,G,41,508.0,10.4,0.496,0.475,0.44,0.107,2.7,5.8,17.0,1.5,0.9,11.2,17.0,100,108.0,0.2,0.4,0.6,0.046,0.0314960629921259,0.0157480314960629,5,9.432285849454292e-05,0.1733938949878879,2.587511755112025e-31,4.745623636919307e-05,0.8264643259172484,0,-0.6960380870473762,-0.771319203002114,23.309286448356385,18.45917147681489,26.69587799243943,SG,-0.859951082912121,37.03703703703704,24.39024390243903
Michaela Onyenwere,CHI,F,42,711.0,7.8,0.525,0.479,0.322,0.242,2.8,5.7,11.7,1.2,0.5,19.3,18.3,94,116.0,-0.3,-0.2,-0.5,-0.026,-0.0112517580872011,-0.0168776371308016,3,8.928814467332163e-11,0.0459001640689779,0.9526844332177932,1.0707331580350549e-06,0.0014143318907825,0,-1.624279770611084,-1.0456944237602646,13.266404539011074,6.072512116211031,20.416865794364888,SF,-1.2597161949125126,15.789473684210526,8.943089430894311
Te-Hina PaoPao,ATL,G,43,720.0,13.1,0.559,0.557,0.606,0.06,1.7,5.7,23.7,1.5,1.1,16.4,17.1,108,104.0,1.0,1.1,2.1,0.115,0.0611111111111111,0.0555555555555555,2,2.067626141554504e-07,0.999924451263901,1.289261600333979e-68,6.780562378168621e-05,7.536349702890043e-06,0,0.1631119045150383,0.3017605597065867,62.58693443133896,57.482359891928766,66.64018633495597,PG,0.2765371335494097,63.33333333333333,55.28455284552846
Haley Peters,CON,F-G,33,380.0,5.0,0.388,0.354,0.476,0.159,7.5,11.6,10.6,1.5,0.8,20.1,13.1,83,113.0,-0.6,0.1,-0.5,-0.054,0.0105263157894736,-0.0631578947368421,3,9.53949124930169e-24,1.4045085805420537e-27,0.9999931087633256,6.877293660992378e-06,1.3943013818584975e-08,0,-1.9639705315831768,-2.0023957923548714,0.0,0.0,0.0,SF,-1.7531941811038252,0.0,2.4390243902439024
Kelsey Plum,LAS,G,43,1508.0,18.1,0.578,0.502,0.451,0.395,0.8,5.2,27.9,1.8,0.2,15.3,25.4,111,114.0,4.1,0.0,4.2,0.11,0.0,0.1087533156498673,2,4.81402971392655e-23,0.998579940217244,1.5170258258568614e-94,1.6594688937303948e-05,0.001403465093819,0,0.2209313732433274,-0.0093639177720089,51.19892942931844,46.03861839661715,56.66566407116047,PG,0.21078119757050234,56.666666666666664,52.845528455284565
JJ Quinerly,DAL,G,34,539.0,13.2,0.529,0.481,0.287,0.239,3.7,6.7,24.0,2.7,1.2,20.0,20.9,99,111.0,0.2,0.2,0.4,0.027,0.0148423005565862,0.0148423005565862,2,8.390705109303427e-13,0.963536447510338,1.3676100122133151e-62,0.0001511382869535,0.0363124142018694,0,-0.757324708213701,-0.5440931237445096,31.62638109852942,28.54931772703661,36.61658771236927,PG,-0.5505155297733356,30.0,33.333333333333336
Angel Reese,CHI,F,30,947.0,19.9,0.537,0.464,0.066,0.515,15.4,23.4,21.5,2.4,2.0,22.4,25.0,101,105.0,0.7,1.2,1.9,0.079,0.0506863780359028,0.0295670538542766,4,4.319374708930024e-30,8.438681190267883e-51,9.703376375656036e-45,1.0,9.163884089371072e-81,1,0.1599047343259881,0.6385727200863529,74.91517873481067,71.08625953101914,84.39067823456148,PF,0.3904303806468381,36.84210526315789,61.78861788617886
Saniya Rivers,CON,G,42,1097.0,13.6,0.495,0.468,0.361,0.169,3.0,6.4,18.4,2.9,3.4,14.2,18.1,98,110.0,0.1,0.6,0.7,0.026,0.0218778486782133,0.0036463081130355,5,4.065332322072662e-06,0.0616141132679793,9.732970873340463e-35,6.384144999957107e-05,0.9383179799496988,0,-0.7451482219067398,-0.8364297979259662,20.926060973181837,15.663123953207858,25.266250060344188,SG,-0.8678028948371369,33.33333333333333,23.577235772357728
Iliana Rupert,GSV,C,21,486.0,15.9,0.609,0.588,0.68,0.105,5.2,9.7,13.0,1.4,2.6,11.1,17.3,117,103.0,1.2,0.8,1.9,0.159,0.0658436213991769,0.0987654320987654,1,0.9860629761243505,0.0001034977283794,1.094332564423812e-06,0.0138324243847292,7.429976513392482e-09,0,0.753418430638277,0.7292305435344759,78.2335024979114,71.5826273084294,82.33457884449807,C,0.6053687177535596,54.166666666666664,73.17073170731709
Nyara Sabally,NYL,C,17,305.0,13.5,0.529,0.493,0.092,0.329,10.9,14.6,6.9,1.5,5.1,15.5,15.6,104,101.0,0.3,0.6,0.8,0.109,0.0786885245901639,0.0393442622950819,4,5.216067577676491e-05,1.6543252958728397e-17,1.5848060524906622e-17,0.9999478393242162,7.428114966304589e-15,0,0.207998652798504,0.3491981523243124,64.32327978864578,57.171896391293885,70.2040724065616,C,0.1993078009269571,37.5,52.03252032520326
Satou Sabally,PHO,F,39,1039.0,19.5,0.533,0.469,0.406,0.359,5.8,12.7,17.4,2.4,1.2,11.4,29.2,105,101.0,1.8,2.0,3.8,0.147,0.0769971126082772,0.0692974013474494,4,9.31327775709876e-06,4.612390550206456e-07,5.804636814290231e-110,0.999988640263975,1.5852192128873734e-06,0,0.8256392545812927,0.7958266705574827,80.6711025022549,73.686110747788,87.98349582498511,SF,0.8225627156141928,84.21052631578947,80.48780487804879
Janelle Salaün,GSV,F,36,973.0,12.0,0.523,0.493,0.475,0.171,3.9,11.0,8.7,1.2,0.3,12.0,21.2,99,104.0,0.3,1.4,1.8,0.073,0.0575539568345323,0.0123329907502569,5,4.978283994856996e-09,5.525561397365695e-06,6.848803078227243e-16,0.466796205260921,0.533198264199397,0,-0.3201622476674273,-0.0234781832400479,50.68230879229084,46.18766460085631,53.78137314678584,SF,0.035638058962062194,57.89473684210527,46.34146341463415
Karlie Samuelson,MIN,G,16,228.0,6.8,0.55,0.476,0.81,0.333,1.6,5.2,10.1,1.4,0.4,18.6,11.9,105,105.0,0.2,0.3,0.5,0.079,0.0526315789473684,0.0350877192982456,3,5.039806241588023e-05,0.0041647406264846,0.9843839778276308,2.2385502900747623e-05,0.0113784979805679,0,-0.489718128281719,-0.279777035267593,41.30107131282381,32.506163224307336,46.30710024021054,SG,-0.5584603005296784,55.55555555555556,32.520325203252035
Jessica Shepard,MIN,F,40,835.0,21.1,0.634,0.638,0.005,0.498,13.4,20.9,19.4,1.2,0.4,18.7,17.1,122,99.0,2.9,1.8,4.6,0.223,0.0862275449101796,0.1389221556886227,4,2.343608791032673e-27,1.1484983014949921e-29,2.7127853794272745e-30,1.0,4.459661531060081e-93,1,1.6561783723918078,1.6027844082256046,100.0,100.0,100.0,PF,1.8202826563788352,89.4736842105263,97.56097560975611
Maddy Siegrist,DAL,F,26,702.0,17.4,0.56,0.539,0.301,0.216,8.2,9.1,5.3,1.4,2.0,4.5,19.1,117,114.0,1.8,0.0,1.8,0.105,0.0,0.1025641025641025,5,1.0081766397413911e-09,0.0011613982639369,3.006243421727899e-20,0.0007962855382578,0.9980423151896284,0,0.1311044364641373,-0.4917476897969736,33.54236684307273,24.49967551610156,41.0753487966553,SF,-0.7172644093879316,42.10526315789473,28.455284552845534
Alanna Smith,MIN,F,42,1114.0,18.1,0.563,0.565,0.488,0.197,7.1,11.4,16.5,2.6,6.6,15.3,17.5,110,96.0,1.9,2.9,4.8,0.172,0.104129263913824,0.0682226211849192,1,0.936510941101656,3.790650920756717e-05,2.13222408593344e-32,0.0634511523891361,2.836228867407301e-16,0,1.054710357053286,1.103626483193806,91.93741569731549,85.97907760201583,96.15025985937744,SF,1.0901054362999607,89.4736842105263,85.3658536585366
Azura Stevens,LAS,F-C,44,1249.0,20.2,0.596,0.564,0.454,0.234,7.2,16.9,12.6,2.2,3.5,12.0,19.2,115,106.0,3.2,1.5,4.7,0.151,0.0480384307445956,0.1024819855884707,4,3.132607127612862e-09,8.036637355809762e-21,1.107522426474996e-28,0.999999996867393,4.452695362388373e-31,0,0.832495626241607,0.6379690961438624,74.89308445109461,70.28492614614072,81.0956127037742,C,0.7474825704474901,75.0,79.67479674796749
Breanna Stewart,NYL,F,31,948.0,23.7,0.57,0.487,0.213,0.495,4.0,12.4,21.0,2.3,4.0,10.8,27.2,113,100.0,2.9,2.0,4.9,0.205,0.0843881856540084,0.1223628691983122,4,0.0013773501673878,6.641519079193979e-05,2.4376115959924263e-104,0.9985562346415716,2.483283955218204e-13,0,1.6192716834224985,1.1820811740688972,94.80907150324278,88.13041711610768,100.0,SF,1.2162591293682694,94.73684210526315,89.4308943089431
Kiah Stokes,LVA,C,40,514.0,7.2,0.404,0.382,0.451,0.157,6.6,16.4,4.7,1.7,2.4,22.7,6.3,92,102.0,-0.1,0.9,0.8,0.061,0.0700389105058365,-0.0077821011673151,4,5.915971976546528e-12,2.599854087705114e-42,2.2962432743297094e-10,0.9999999997644586,5.4763270587961636e-30,1,-0.6338301046431343,-0.9245518332408454,17.700553976474662,11.37270584465662,27.293148934720623,C,-0.9704283777485805,12.5,21.951219512195124
Sug Sutton,WAS,G,43,1122.0,9.8,0.523,0.496,0.422,0.17,0.9,4.2,25.0,1.5,0.3,21.5,15.9,96,109.0,-0.1,0.7,0.7,0.023,0.0249554367201426,-0.0035650623885918,2,1.5155665402014028e-15,0.9274494813983408,3.187051161876042e-72,1.6457679122591546e-06,0.0725488728337452,0,-0.972672035955812,-0.670013475770003,27.017352550394197,23.00773824711832,30.78940073691337,PG,-0.7258519337765421,26.666666666666668,27.64227642276423
Alyssa Thomas,PHO,F,39,1221.0,25.2,0.568,0.532,0.013,0.373,5.9,16.1,53.6,2.6,1.3,20.4,24.4,114,98.0,4.1,2.8,6.9,0.225,0.0917280917280917,0.1343161343161343,2,9.054226667335419e-159,0.9999999951322708,0.0,4.867731049766501e-09,4.775747784733497e-123,1,1.89900634118778,1.5607173101374303,100.0,100.0,100.0,PF,2.179032284420787,94.73684210526315,99.1869918699187
Kayla Thornton,GSV,F,22,662.0,15.1,0.493,0.435,0.514,0.297,7.2,13.6,9.8,2.3,0.8,10.3,24.5,101,100.0,0.4,1.3,1.7,0.105,0.0785498489425982,0.0241691842900302,4,5.56348127485349e-16,4.887347914910433e-13,1.9456868625630176e-50,0.9993230137091528,0.0006769862903585,0,0.196510616180571,0.3078030313732672,62.80810538555762,55.280193628441886,69.15151259290242,PF,0.17469871238798926,21.052631578947366,49.59349593495935
Makayla Timpson,IND,F-C,31,219.0,17.8,0.595,0.561,0.0,0.474,9.8,15.8,0.7,3.0,3.3,10.4,15.7,116,99.0,0.5,0.5,1.0,0.175,0.091324200913242,0.091324200913242,4,8.644069623132062e-11,1.0189705951727248e-19,6.768849440579843e-74,0.999999999913559,2.2766869033303084e-16,0,1.074174719678583,0.9530975862326408,86.42764724246828,78.43989868781912,92.009121427898,C,0.7265731710097072,66.66666666666666,76.42276422764228
Brianna Turner,IND,F-C,27,233.0,7.5,0.422,0.406,0.031,0.25,9.2,13.0,10.0,0.4,3.1,20.2,8.6,101,106.0,0.1,0.3,0.3,0.056,0.0515021459227467,0.0171673819742489,3,5.307540698167028e-13,1.1307777425214712e-28,0.9999979003740064,2.0996254630982164e-06,2.5976279472371535e-20,0,-0.6496222638175001,-1.3319452934437137,2.788841467773432,0.0,11.683346174321908,C,-1.0718778592041234,4.166666666666666,15.447154471544716
Maria Kliundikova,MIN,F,34,373.0,19.6,0.539,0.531,0.195,0.164,14.1,16.3,8.1,3.5,6.4,14.4,19.7,106,94.0,0.5,1.1,1.6,0.175,0.1179624664879356,0.0536193029490616,4,8.443455060032137e-12,1.615919643042011e-19,5.086735532527643e-38,0.999999999991557,2.388084595574026e-21,0,1.1753598687631956,1.128213116954906,92.83735359523774,84.5728011049298,99.89564790633156,PF,1.245327144692042,63.1578947368421,90.24390243902441
Hailey Van Lith,CHI,G,29,361.0,5.6,0.416,0.362,0.284,0.284,1.3,5.0,20.8,1.7,1.0,22.7,19.7,80,114.0,-0.9,0.0,-0.9,-0.102,0.0,-0.0997229916897506,5,2.732082073129585e-13,0.0001598030785227,6.531229348875036e-94,3.145195215472011e-07,0.9998398824016832,0,-2.400474223128985,-2.0300139176952454,0.0,0.0,0.0,PG,-2.283460842601019,0.0,0.0
Shatori Walker-Kimbrough,ATL,G,41,354.0,7.8,0.523,0.5,0.492,0.175,1.0,6.2,9.2,1.5,2.7,18.1,10.8,97,102.0,0.0,0.6,0.6,0.072,0.0677966101694915,0.0,3,1.9184648678823202e-08,0.0009056031049414,0.9645463938281158,3.845899502464602e-05,0.0345095248872695,0,-0.53296198134587,-0.3623210477640628,38.27973517490675,30.27489283099628,43.22124675173002,SG,-0.6048175116051101,48.148148148148145,30.081300813008134
Kathryn Westbeld,PHO,F,43,792.0,10.5,0.482,0.456,0.609,0.149,4.3,7.9,7.6,2.3,2.9,9.5,14.4,100,103.0,0.3,1.3,1.6,0.08,0.0656565656565656,0.0151515151515151,5,7.641409321535706e-16,9.389222055127574e-05,5.122150693847259e-05,0.0012338956857873,0.9986209905867224,0,-0.2946942327315197,-0.5450084962063668,31.592875968175093,24.04514638779816,36.95535346890488,SF,-0.526199596423534,47.368421052631575,34.146341463414636
Maddy Westbeld,CHI,F,26,354.0,10.4,0.478,0.443,0.41,0.152,7.1,10.3,10.9,1.9,1.9,12.5,16.3,100,112.0,0.1,0.1,0.2,0.028,0.0112994350282485,0.0112994350282485,3,4.1534172086499455e-12,1.8037313729756808e-11,0.9930870875692944,0.0010688002655895,0.0058441121429254,0,-0.9462420445606816,-1.1184683912756717,10.60267871197662,6.02698492438827,17.773205483710885,SF,-1.063975252815986,31.57894736842105,16.260162601626018
